hersteller;name;typnr;kw;kraftstoff;anzahl
Alpina;B3 Biturbo;ABK;301;b;195
Alpina;B4 Biturbo;ABQ;301;b;100
Alpina;B4 Biturbo;ABR;301;b;103
Alpina;B5 Biturbo;ACK;447;b;178
Alpina;D3 Biturbo;AAI;157;d;259
Alpina;D3 Biturbo;ABO;257;d;355
Alpina;D5 Biturbo;ABA;257;d;106
Alpina;D5 Biturbo;ABB;257;d;170
Alpina;Xd3 Biturbo;ABL;257;d;427
Audi;Au 1000 S;339;37;b;297
Audi;Au 1000 Sp.;328;40;b;190
Audi;Allroad;736;184;b;1224
Audi;Allroad;795;220;b;152
Audi;Allroad;831;120;d;211
Audi;A2;733;45;d;2034
Audi;A2;734;55;b;31543
Audi;A2;735;55;d;11353
Audi;A2;794;81;b;3895
Audi;A2;840;66;d;2733
Audi;A3;AAV;125;d;1819
Audi;A3;AAW;125;d;6910
Audi;A3;AFT;118;b;5224
Audi;A3;AGL;92;b;4371
Audi;A3;AHV;77;d;5862
Audi;A3;828;75;b;24529
Audi;A3;835;103;d;16323
Audi;A4;AAT;103;d;1498
Audi;A4;AFJ;125;d;7186
Audi;A4;AFK;125;d;522
Audi;A4;AFL;125;d;2217
Audi;A4;AFM;125;d;132
Audi;A4;AFW;125;b;475
Audi;A4;AGO;118;b;12315
Audi;A4;AGQ;195;b;813
Audi;A4;AGS;140;d;2488
Audi;A4;AGT;176;d;1098
Audi;A4;AGX;125;d;1250
Audi;A4;AGZ;118;b;17612
Audi;A4;AHC;125;d;8777
Audi;A4;AHJ;125;d;294
Audi;A4;AHK;132;b;2180
Audi;A4;AHO;140;d;8192
Audi;A4;AHP;132;b;5535
Audi;A4;AHS;195;b;909
Audi;A4;AIR;118;b;274
Audi;A4;AIS;118;b;590
Audi;A4 Cabriolet;AAJ;171;d;2217
Audi;A4 Cabriolet;AAK;188;b;186
Audi;A4 Cabriolet;AAL;188;b;714
Audi;A4 Cabriolet;AAN;103;d;2192
Audi;A4 Cabriolet;AAP;147;b;2522
Audi;A4 Cabriolet;AEW;120;b;4938
Audi;A4 Cabriolet;AFG;132;d;691
Audi;A4;748;96;b;30765
Audi;A4;749;162;b;756
Audi;A4;750;162;b;904
Audi;A4;751;96;d;6599
Audi;A4;752;132;d;781
Audi;A4;776;162;b;526
Audi;A4;777;162;b;1396
Audi;A4;782;96;d;179
Audi;A4;784;125;b;2147
Audi;A4;785;125;b;2724
Audi;A4;796;110;b;1076
Audi;A4;797;110;b;1563
Audi;A4;804;120;d;1142
Audi;A4;808;120;b;4294
Audi;A4;809;120;b;7674
Audi;A4;810;120;b;430
Audi;A4;811;120;b;1138
Audi;A4;823;140;b;129
Audi;A4;861;103;d;1418
Audi;A4;862;103;d;7759
Audi;A5;AGD;195;b;358
Audi;A5;AGE;195;b;1329
Audi;A5;AGF;140;d;2855
Audi;A5;AGG;176;d;6160
Audi;A5;AGK;125;d;611
Audi;A5;AIM;125;d;182
Audi;A5;AIQ;132;b;3201
Audi;A5;AKM;195;b;247
Audi;A5;AKN;140;d;2178
Audi;A5;AKO;176;d;3559
Audi;A5;AKP;125;d;2352
Audi;A5;AKR;118;b;615
Audi;A5;ALD;132;b;3492
Audi;A5;ALF;125;d;647
Audi;A5;ALM;118;b;681
Audi;A5 Cabriolet;AJY;132;b;1020
Audi;A5 Cabriolet;AKB;195;b;112
Audi;A5 Cabriolet;AKC;195;b;212
Audi;A5 Cabriolet;AKD;140;d;765
Audi;A5 Cabriolet;AKE;176;d;2788
Audi;A5 Cabriolet;AKS;125;d;828
Audi;A5 Cabriolet;ALC;118;b;1134
Audi;A6;AAQ;257;b;206
Audi;A6;AAS;171;d;3560
Audi;A6;AFX;154;b;479
Audi;A6;AFY;154;b;772
Audi;A6;AGI;154;b;216
Audi;A6;AJA;162;b;177
Audi;A6;AJB;162;b;195
Audi;A6;AJC;162;b;208
Audi;A6;AJD;162;b;337
Audi;A6;AJE;140;b;792
Audi;A6;AJG;140;b;1165
Audi;A6;AJH;140;b;286
Audi;A6;AJI;176;d;2537
Audi;A6;AJK;140;d;1841
Audi;A6;AJL;140;d;922
Audi;A6;AJM;140;d;8941
Audi;A6;AJO;125;d;1544
Audi;A6;AJP;125;d;8067
Audi;A6;AJQ;213;b;653
Audi;A6;504;74;b;1311
Audi;A6;505;98;b;3302
Audi;A6;507;128;b;1295
Audi;A6;513;85;b;1828
Audi;A6;517;85;d;361
Audi;A6;552;110;b;4458
Audi;A6;589;103;d;207
Audi;A6;610;92;b;626
Audi;A6;614;142;b;106
Audi;A6;649;110;d;145
Audi;A6;654;121;b;967
Audi;A6;656;142;b;1023
Audi;A6;681;110;d;706
Audi;A6;687;121;b;1028
Audi;A6;691;142;b;1577
Audi;A6 Avant;525;98;b;495
Audi;A6 Avant;527;128;b;359
Audi;A6 Avant;530;85;d;430
Audi;A6 Avant;531;85;b;508
Audi;A6 Avant;553;110;b;2714
Audi;A6 Avant;590;103;d;680
Audi;A6 Avant;611;92;b;443
Audi;A6 Avant;615;142;b;190
Audi;A6 Avant Quattro;528;128;b;505
Audi;A6 Avant Quattro;555;110;b;660
Audi;A6 Avant Quattro;605;103;d;278
Audi;A6 Avant Quattro;617;142;b;321
Audi;A6 Quattro;506;98;b;189
Audi;A6 Quattro;508;128;b;674
Audi;A6 Quattro;554;110;b;495
Audi;A6;852;165;d;3835
Audi;A6;856;103;d;1111
Audi;A6;876;132;d;1089
Audi;A6;887;103;d;342
Audi;A6;888;165;d;5267
Audi;A6;889;132;d;2845
Audi;A6;899;120;d;157
Audi;A6;900;120;d;411
Audi;A6;903;132;d;311
Audi;A6;904;132;d;788
Audi;A8;816;162;b;120
Audi;Coupe;308;66;b;178
Audi;Coupe;310;82;b;505
Audi;Coupe;331;66;b;122
Audi;Coupe;344;85;b;111
Audi;Coupe;350;85;b;194
Audi;Coupe;430;100;b;353
Audi;Coupe;467;100;b;189
Audi;Coupe;473;83;b;118
Audi;Coupe;491;98;b;557
Audi;Coupe;501;85;b;586
Audi;Coupe;515;128;b;270
Audi;Coupe;558;110;b;343
Audi;Coupe Quattro;497;98;b;175
Audi;Coupe Quattro;503;162;b;420
Audi;Coupe Quattro;523;128;b;293
Audi;Coupe Quattro;569;169;b;216
Audi;Gt 5E;325;96;b;199
Audi;Kabriolet;516;98;b;6401
Audi;Q7;AAM;368;d;407
Audi;Q7;AEL;257;b;629
Audi;Q7;AEM;171;d;5514
Audi;Q7;AEN;155;d;229
Audi;Q7;AEO;206;b;213
Audi;Q7;AGH;240;d;1588
Audi;Q7;AGU;176;d;5863
Audi;Rs4;AAA;309;b;731
Audi;Rs4;AAE;309;b;277
Audi;Rs4;307;280;b;835
Audi;Rs4 Cabriolet;AAH;309;b;254
Audi;Rs6;AAK;426;b;817
Audi;Rs6;309;331;b;714
Audi;Rs6;317;353;b;155
Audi;R8;AAI;309;b;1204
Audi;S3;AFU;195;b;1664
Audi;S4;824;253;b;1465
Audi;S4 Cabriolet;AAD;253;b;367
Audi;S5;AGA;260;b;2680
Audi;S6;AAX;320;b;157
Audi;S6;AAY;320;b;935
Audi;S6;518;169;b;479
Audi;S6 Avant;533;169;b;449
Audi;V8;431;184;b;558
Audi;V8;522;206;b;467
Audi;100;307;63;b;178
Audi;100;313;63;b;154
Audi;100;323;66;b;934
Audi;100;325;85;b;773
Audi;100;332;66;b;147
Audi;100;333;85;b;154
Audi;100;393;100;b;885
Audi;100;394;100;b;224
Audi;100;462;100;b;310
Audi;100;463;100;b;117
Audi;100;480;98;b;684
Audi;100;481;98;b;248
Audi;100 Ls;308;74;b;151
Audi;200 Avant-Quattro;443;162;b;109
Audi;200-Quattro;442;162;b;347
Audi;60;365;40;b;201
Audi;80;301;55;b;354
Audi;80;304;66;b;373
Audi;80;332;82;b;118
Audi;80;359;40;b;401
Audi;80;519;66;b;18495
Audi;80;520;128;b;340
Audi;80;534;55;d;176
Audi;80;535;66;d;1237
Audi;80;536;85;b;8263
Audi;80;538;98;b;1364
Audi;80;562;110;b;447
Audi;80;579;74;b;344
Audi;80 Avant;543;66;d;1212
Audi;80 Avant;544;66;b;1425
Audi;80 Avant;545;85;b;2834
Audi;80 Avant;546;98;b;337
Audi;80 Avant;564;110;b;572
Audi;80 Avant;580;74;b;385
Audi;80 Avant Quattro;547;98;b;214
Audi;80 Avant Quattro;565;110;b;504
Audi;80 Quattro;521;128;b;286
Audi;80 Quattro;537;85;b;374
Audi;80 Quattro;539;98;b;323
Audi;80 Quattro;561;103;b;323
Audi;80 Quattro;563;110;b;153
Audi;80 S;360;55;b;136
Audi;90;306;85;b;121
Audi;A1;AUX;103;b;441
Audi;A1;BCV;70;b;5970
Audi;A1;BCW;92;b;3679
Audi;A1;BCX;110;b;339
Audi;A1;BCY;141;b;425
Audi;A1;BCZ;66;d;2125
Audi;A1;BDA;85;d;1018
Audi;A1;BHL;60;b;1565
Audi;A1 Sportback;AUJ;63;b;19777
Audi;A1 Sportback;AUK;90;b;12000
Audi;A1 Sportback;AUL;66;d;5047
Audi;A1 Sportback;AUM;77;d;3324
Audi;A1 Sportback;AUN;136;b;893
Audi;A1 Sportback;AUP;105;d;1228
Audi;A1 Sportback;AWK;103;b;941
Audi;A1 Sportback;BDB;70;b;27624
Audi;A1 Sportback;BDC;92;b;15219
Audi;A1 Sportback;BDD;110;b;1575
Audi;A1 Sportback;BDE;141;b;844
Audi;A1 Sportback;BDF;66;d;4097
Audi;A1 Sportback;BDG;85;d;4231
Audi;A1 Sportback;BHM;60;b;3701
Audi;A1 Sportback;BNO;85;b;921
Audi;A3;AVH;77;b;1206
Audi;A3;AVI;90;b;6494
Audi;A3;AVJ;103;b;721
Audi;A3;AVK;132;b;1727
Audi;A3;AVL;132;b;506
Audi;A3;AVN;77;d;1930
Audi;A3;AVO;110;d;6615
Audi;A3;AVP;110;d;664
Audi;A3;AVQ;135;d;248
Audi;A3;AVR;135;d;368
Audi;A3;AYA;81;d;1453
Audi;A3;BAD;81;b;1173
Audi;A3;BAE;92;b;2002
Audi;A3;BAF;110;b;1765
Audi;A3;BHT;85;b;405
Audi;A3;BHV;140;b;140
Audi;A3;BLJ;110;b;307
Audi;A3 Cabriolet;AYG;103;b;1349
Audi;A3 Cabriolet;AYH;132;b;1327
Audi;A3 Cabriolet;AYI;110;d;3057
Audi;A3 Cabriolet;AZD;81;d;257
Audi;A3 Cabriolet;AZE;110;d;312
Audi;A3 Cabriolet;AZF;92;b;2115
Audi;A3 Cabriolet;AZG;132;b;517
Audi;A3 Cabriolet;BAO;110;b;4850
Audi;A3 Cabriolet;BAQ;135;d;549
Audi;A3 Cabriolet;BHN;85;b;1375
Audi;A3 Cabriolet;BII;140;b;741
Audi;A3 Cabriolet;BLM;110;b;2017
Audi;A3 Limousine;AWX;92;b;4010
Audi;A3 Limousine;AWY;103;b;1947
Audi;A3 Limousine;AWZ;132;b;1141
Audi;A3 Limousine;AXA;132;b;701
Audi;A3 Limousine;AXB;77;d;117
Audi;A3 Limousine;AXC;110;d;10233
Audi;A3 Limousine;AXD;110;d;983
Audi;A3 Limousine;AZX;81;d;3282
Audi;A3 Limousine;AZY;135;d;386
Audi;A3 Limousine;AZZ;135;d;1419
Audi;A3 Limousine;BAM;110;b;6257
Audi;A3 Limousine;BIB;85;b;2923
Audi;A3 Limousine;BID;140;b;1049
Audi;A3 Limousine;BLG;85;d;2336
Audi;A3 Limousine;BLK;110;b;3536
Audi;A3 Sportback;AWL;77;b;2580
Audi;A3 Sportback;AWM;103;b;3475
Audi;A3 Sportback;AWN;132;b;2188
Audi;A3 Sportback;AWQ;110;d;6199
Audi;A3 Sportback;AWR;135;d;1831
Audi;A3 Sportback;AWS;135;d;6239
Audi;A3 Sportback;AYB;81;d;12781
Audi;A3 Sportback;BAH;81;b;6878
Audi;A3 Sportback;BAI;92;b;12411
Audi;A3 Sportback;BAJ;110;b;17592
Audi;A3 Sportback;BHX;85;b;8004
Audi;A3 Sportback;BHZ;140;b;2708
Audi;A3 Sportback;BLH;85;d;5046
Audi;A3 Sportback;BLL;110;b;12778
Audi;A3 Sportback E-Tron;BAC;110;h;7770
Audi;A3 Sportback G-Tron;AYC;81;g;1599
Audi;A4 Allroad Quattro;BGW;120;d;1645
Audi;A4 Allroad Quattro;BHA;140;d;1574
Audi;A4 Allroad Quattro;BHB;160;d;1456
Audi;A4 Allroad Quattro;BHC;200;d;1308
Audi;A4 Allroad Quattro;BHD;185;b;405
Audi;A4 Allroad Quattro;BLA;110;d;412
Audi;A4 Allroad Quattro;BMC;185;h;649
Audi;A4 Avant;ASX;130;d;14316
Audi;A4 Avant;ATB;125;b;11776
Audi;A4 Avant;AUD;150;d;3725
Audi;A4 Avant;AUI;200;b;278
Audi;A4 Avant;AUZ;125;b;1509
Audi;A4 Avant;AXL;165;b;593
Audi;A4 Avant;AXN;110;d;27285
Audi;A4 Avant;AYJ;140;d;5854
Audi;A4 Avant;BFR;110;b;12938
Audi;A4 Avant;BFS;140;b;5668
Audi;A4 Avant;BFT;185;b;2038
Audi;A4 Avant;BFU;110;d;41781
Audi;A4 Avant;BFV;140;d;24101
Audi;A4 Avant;BFW;140;d;17448
Audi;A4 Avant;BFX;160;d;1746
Audi;A4 Avant;BFY;160;d;3316
Audi;A4 Avant;BFZ;200;d;5745
Audi;A4 Avant;BHO;90;d;1098
Audi;A4 Avant;BHP;185;b;133
Audi;A4 Avant;BIS;110;d;597
Audi;A4 Avant;BLY;185;h;681
Audi;A4 Avant;BLZ;185;h;2363
Audi;A4 Avant;BMN;140;h;4043
Audi;A4 Avant G-Tron;BIU;125;g;1042
Audi;A4 Limousine;ASY;130;d;1516
Audi;A4 Limousine;ATC;125;b;4143
Audi;A4 Limousine;ATD;180;d;658
Audi;A4 Limousine;AUB;130;d;569
Audi;A4 Limousine;AUC;150;d;510
Audi;A4 Limousine;AUH;200;b;117
Audi;A4 Limousine;AVA;125;b;231
Audi;A4 Limousine;AXE;165;b;100
Audi;A4 Limousine;AXF;165;b;190
Audi;A4 Limousine;AXG;110;d;3155
Audi;A4 Limousine;AXH;110;d;144
Audi;A4 Limousine;AYL;140;d;467
Audi;A4 Limousine;AYM;140;d;336
Audi;A4 Limousine;BFH;110;b;3247
Audi;A4 Limousine;BFI;140;b;1734
Audi;A4 Limousine;BFK;185;b;642
Audi;A4 Limousine;BFL;110;d;5285
Audi;A4 Limousine;BFM;140;d;2432
Audi;A4 Limousine;BFN;140;d;2164
Audi;A4 Limousine;BFO;160;d;237
Audi;A4 Limousine;BFP;160;d;324
Audi;A4 Limousine;BFQ;200;d;686
Audi;A4 Limousine;BIF;90;d;493
Audi;A4 Limousine;BMG;185;h;256
Audi;A4 Limousine;BMQ;140;h;699
Audi;A5 Cabriolet;ATE;200;b;371
Audi;A5 Cabriolet;AUF;130;d;275
Audi;A5 Cabriolet;AXP;110;d;189
Audi;A5 Cabriolet;AXQ;165;b;455
Audi;A5 Cabriolet;AXR;165;b;769
Audi;A5 Cabriolet;AYN;140;d;884
Audi;A5 Cabriolet;AYO;140;d;1898
Audi;A5 Cabriolet;BDX;160;d;402
Audi;A5 Cabriolet;BEA;130;b;1022
Audi;A5 Cabriolet;BFF;169;b;118
Audi;A5 Cabriolet;BFG;169;b;419
Audi;A5 Cabriolet;BKJ;140;b;428
Audi;A5 Cabriolet;BKQ;185;b;651
Audi;A5 Cabriolet;BKR;140;d;685
Audi;A5 Cabriolet;BKS;140;d;203
Audi;A5 Cabriolet;BKU;160;d;534
Audi;A5 Cabriolet;BLV;210;d;195
Audi;A5 Cabriolet;BMD;185;h;140
Audi;A5 Cabriolet;BME;185;h;723
Audi;A5 Cabriolet;BMP;140;h;1115
Audi;A5 Coupe;ASZ;130;d;456
Audi;A5 Coupe;ATF;200;b;242
Audi;A5 Coupe;AXS;165;b;126
Audi;A5 Coupe;AXT;165;b;349
Audi;A5 Coupe;AYP;140;d;328
Audi;A5 Coupe;AYQ;140;d;621
Audi;A5 Coupe;BDW;160;d;102
Audi;A5 Coupe;BDZ;130;b;386
Audi;A5 Coupe;BFE;169;b;149
Audi;A5 Coupe;BIV;140;b;512
Audi;A5 Coupe;BIW;185;b;574
Audi;A5 Coupe;BIX;140;d;1089
Audi;A5 Coupe;BIY;140;d;220
Audi;A5 Coupe;BIZ;160;d;649
Audi;A5 Coupe;BJA;210;d;103
Audi;A5 Coupe;BMB;185;h;318
Audi;A5 Coupe;BMO;140;h;283
Audi;A5 Sportback;ATA;130;d;2328
Audi;A5 Sportback;ATG;200;b;393
Audi;A5 Sportback;AXI;110;d;3300
Audi;A5 Sportback;AXJ;165;b;478
Audi;A5 Sportback;AXK;165;b;1067
Audi;A5 Sportback;AYR;140;d;3785
Audi;A5 Sportback;AYS;140;d;4703
Audi;A5 Sportback;BBA;106;b;1543
Audi;A5 Sportback;BDY;160;d;997
Audi;A5 Sportback;BEB;130;b;1391
Audi;A5 Sportback;BFB;169;b;152
Audi;A5 Sportback;BFC;169;b;521
Audi;A5 Sportback;BJJ;140;b;1195
Audi;A5 Sportback;BJL;185;b;137
Audi;A5 Sportback;BJM;185;b;701
Audi;A5 Sportback;BJN;140;d;4627
Audi;A5 Sportback;BJO;140;d;3098
Audi;A5 Sportback;BJP;160;d;324
Audi;A5 Sportback;BJQ;160;d;1484
Audi;A5 Sportback;BJR;210;d;1017
Audi;A5 Sportback;BLC;200;d;767
Audi;A5 Sportback;BLS;110;d;1067
Audi;A5 Sportback;BMH;185;h;369
Audi;A5 Sportback;BMI;185;h;1859
Audi;A5 Sportback;BMR;140;h;2280
Audi;A5 Sportback G-Tron;BJK;125;g;517
Audi;A6 Allroad Quattro;BES;140;d;1143
Audi;A6 Avant;AUT;100;d;246
Audi;A6 Avant;AYU;140;d;31252
Audi;A6 Avant;BBR;140;b;2588
Audi;A6 Avant;BBS;185;b;248
Audi;A6 Avant;BBV;110;d;2172
Audi;A6 Avant;BBW;160;d;4362
Audi;A6 Avant;BCA;240;d;11896
Audi;A6 Avant;BED;140;d;4827
Audi;A6 Avant;BEF;185;b;2302
Audi;A6 Avant;BNE;150;h;984
Audi;A6 Avant;BNG;170;h;1723
Audi;A6 Avant;BNH;210;h;2616
Audi;A6 Limousine;AVW;228;b;329
Audi;A6 Limousine;AYT;140;d;5478
Audi;A6 Limousine;BBH;140;b;908
Audi;A6 Limousine;BBI;185;b;120
Audi;A6 Limousine;BBJ;245;b;198
Audi;A6 Limousine;BBL;110;d;575
Audi;A6 Limousine;BBM;160;d;982
Audi;A6 Limousine;BBN;160;d;2244
Audi;A6 Limousine;BBO;200;d;2671
Audi;A6 Limousine;BBP;235;d;759
Audi;A6 Limousine;BBQ;240;d;1130
Audi;A6 Limousine;BEC;140;d;555
Audi;A6 Limousine;BEE;185;b;468
Audi;A6 Limousine;BMY;150;h;523
Audi;A6 Limousine;BMZ;170;h;511
Audi;A6 Limousine;BNA;210;h;2627
Audi;A6 Limousine;BNB;250;h;445
Audi;A6 Limousine Hybrid;ATL;155;h;137
Audi;A7 Sportback;AVX;228;b;184
Audi;A7 Sportback;BAU;245;b;209
Audi;A7 Sportback;BAW;160;d;221
Audi;A7 Sportback;BAX;160;d;432
Audi;A7 Sportback;BAY;200;d;1326
Audi;A7 Sportback;BAZ;235;d;1428
Audi;A7 Sportback;BBB;240;d;2356
Audi;A7 Sportback;BMV;250;h;919
Audi;A7 Sportback;BMW;210;h;1741
Audi;Dkw F 12;342;29;b;134
Audi;F 93;332;32;b;120
Audi;Munga;035;32;b;467
Audi;Munga;038;32;b;181
Audi;Nsu Ro 80;427;85;b;709
Audi;Nsu 1200 C;424;40;b;137
Audi;Prinz 4;309;22;b;179
Audi;Quattro;311;147;b;157
Audi;Quattro;403;147;b;228
Audi;Quattro;479;162;b;128
Audi;Q2;BJT;85;b;7585
Audi;Q2;BJU;110;b;21592
Audi;Q2;BJV;85;d;6323
Audi;Q2;BJX;110;d;2102
Audi;Q2;BJY;140;d;1833
Audi;Q2;BLN;140;b;2598
Audi;Q2;BOM;110;b;585
Audi;Q3;AUS;103;d;7882
Audi;Q3;AWT;130;d;434
Audi;Q3;AYE;110;b;28149
Audi;Q3;BCQ;132;b;7580
Audi;Q3;BCR;162;b;2379
Audi;Q3;BCS;110;d;10158
Audi;Q3;BCT;110;d;13160
Audi;Q3;BCU;135;d;10161
Audi;Q3;BDL;88;d;2222
Audi;Q3;BEJ;132;b;118
Audi;Q3;BIK;92;b;3555
Audi;Q3;BOV;110;b;422
Audi;Q3;BOX;169;b;120
Audi;Q3;BOY;110;d;109
Audi;Q5;AVS;165;b;2456
Audi;Q5;AVT;200;b;459
Audi;Q5;AVU;130;d;11824
Audi;Q5;AVV;180;d;6385
Audi;Q5;AXU;110;d;3139
Audi;Q5;AXV;110;d;1619
Audi;Q5;AYZ;140;d;16256
Audi;Q5;AZA;190;d;8019
Audi;Q5;BGC;169;b;990
Audi;Q5;BGI;140;d;1489
Audi;Q5;BJZ;110;d;1057
Audi;Q5;BKA;140;d;12396
Audi;Q5;BKG;140;d;3544
Audi;Q5;BKH;185;b;3759
Audi;Q5;BKI;185;b;1633
Audi;Q5;BKO;120;d;128
Audi;Q5;BKP;120;d;1710
Audi;Q5;BLP;210;d;1892
Audi;Q5;BLQ;210;d;1559
Audi;Q7;BDM;200;d;14261
Audi;Q7;BDN;245;b;392
Audi;Q7;BDQ;200;d;1517
Audi;Q7;BEZ;160;d;769
Audi;Q7;BFA;160;d;834
Audi;Q7;BNK;210;h;790
Audi;Q7 E-Tron;BGK;190;h;739
Audi;Q8;BNM;210;h;1881
Audi;Rs Q3;ABA;228;b;809
Audi;Rs Q3;ABE;250;b;845
Audi;Rs Q3 Performance;ABL;270;b;460
Audi;Rs 3 Limousine;AAB;294;b;1516
Audi;Rs 3 Sportback;AAC;294;b;3142
Audi;Rs 3 Sportback;ABF;270;b;2180
Audi;Rs 4 Avant;AAS;331;b;1213
Audi;Rs 4 Avant;AAV;331;b;1099
Audi;Rs 5 Cabriolet;AAX;331;b;677
Audi;Rs 5 Coupe;AAO;331;b;852
Audi;Rs 6 Avant;AAH;412;b;126
Audi;Rs 6 Avant;AAY;412;b;1558
Audi;Rs 6 Avant Performance;AAI;445;b;1531
Audi;Rs 6 Avant Performance;ABI;445;b;1080
Audi;Rs 7 Sportback;AAZ;412;b;255
Audi;Rs7 Sportback Performance;ABJ;445;b;166
Audi;R8 Coupe;AAL;449;b;218
Audi;R8 Coupe;AAW;404;b;143
Audi;R8 Coupe;ABH;449;b;560
Audi;R8 Spyder;AAM;397;b;177
Audi;R8 Spyder;AAP;449;b;177
Audi;R8 Spyder;ABM;397;b;199
Audi;Sq5;BKX;260;b;1691
Audi;Sq5;BKY;260;b;4183
Audi;Sq5 Plus Tdi;BEY;250;d;3582
Audi;Sq5 Tdi;BDV;240;d;7917
Audi;Sq7;BHS;320;d;7742
Audi;S1;AZH;170;b;880
Audi;S1 Sportback;AZI;170;b;2049
Audi;S3;BHW;228;b;146
Audi;S3 Cabriolet;BAS;221;b;851
Audi;S3 Cabriolet;BIJ;228;b;697
Audi;S3 Limousine;BIE;228;b;1408
Audi;S3 Sportback;AWO;221;b;3222
Audi;S3 Sportback;BIA;228;b;2543
Audi;S4 Avant;BHR;260;b;1725
Audi;S4 Limousine;BHQ;260;b;181
Audi;S5 Cabriolet;BKV;260;b;1573
Audi;S5 Coupe;BJB;260;b;1144
Audi;S5 Sportback;BJS;260;b;2004
Audi;S6 Avant;AVC;309;b;721
Audi;S6 Avant;BBU;331;b;1829
Audi;S6 Limousine;AVD;309;b;121
Audi;S6 Limousine;BBK;331;b;277
Audi;S7 Sportback;AVE;309;b;405
Audi;S7 Sportback;BAV;331;b;644
Audi;S8;ATK;382;b;636
Audi;S8 Plus;AAA;445;b;1037
Audi;S8 Plus;ABK;445;b;501
Audi;Tt Rs Coupe;AAD;294;b;792
Audi;Tt Rs Coupe;ABN;294;b;317
Audi;Tt Rs Roadster;AAE;294;b;275
Audi;47-Prinz;409;22;b;173
Audi;67;316;29;b;107
Audi;67;416;29;b;226
Audi;67;419;48;b;222
Audi;8H;833;162;b;589
Audi;8H;834;120;b;317
Audi;80 Quattro;334;100;b;111
Audi;A3 Cabriolet;AAW;77;d;605
Audi;A3 Cabriolet;ABJ;75;b;1704
Audi;Tt;AAF;120;b;150
Audi;Tt;AAG;140;b;132
Audi;Tt;AAN;120;b;585
Audi;Tt;AAO;140;b;143
Audi;Tt;AAQ;184;b;2450
Audi;Tt;AAR;147;b;8968
Audi;Tt;AAS;147;b;5778
Audi;Tt;AAT;184;b;1258
Audi;Tt;ABC;147;b;217
Audi;Tt;ABD;147;b;134
Audi;Tt;300;132;b;10897
Audi;Tt;301;132;b;1430
Audi;Tt;302;165;b;3824
Audi;Tt;303;132;b;8080
Audi;Tt;304;132;b;660
Audi;Tt;305;165;b;3331
Audi;Tt;306;110;b;5920
Audi;Tt;309;110;b;967
Audi;Tt;310;184;b;842
Audi;Tt;311;184;b;470
Audi;Tt Coupe;ABT;169;b;2419
Audi;Tt Coupe;ABU;169;b;4325
Audi;Tt Coupe;ABW;135;d;1128
Audi;Tt Coupe;ACB;132;b;2207
Audi;Tt Coupe;ACF;135;d;102
Audi;Tt Roadster;ABX;169;b;1175
Audi;Tt Roadster;ABY;169;b;2621
Audi;Tt Roadster;ACA;135;d;574
Audi;Tt Roadster;ACC;132;b;2126
Audi;Tts Coupe;ABV;228;b;1926
Audi;Tts Roadster;ABZ;228;b;1232
Automob-Eisenach-Awe;Wartburg 1.3;302;43;b;1264
Automob-Eisenach-Awe;312 000;330;33;b;101
Automob-Eisenach-Awe;353 000;306;37;b;149
Automob-Eisenach-Awe;353 001;310;37;b;235
Bentley;Bentayga W12;ABN;447;b;135
Bentley;Cont.Flying Spur;AAB;412;b;130
Bentley;Continental Gt;AAA;412;b;389
Bentley;Continental Gtc;AAC;412;b;424
Bentley;Continental Gt;ABU;467;b;138
Bentley;Continental Gt V8 Convert;AAQ;373;b;201
Bentley;Continental Gt V8 S Conv.;AAZ;388;b;130
BMW;i8;BUA;170;h;844
BMW;i8;CSB;170;h;233
BMW;ActiveHybrid 7er Reihe;ATI;330;h;113
BMW;ISETTA 300;309;10;b;159
BMW;M3;302;147;b;161
BMW;M3;303;143;b;327
BMW;M3;305;158;b;198
BMW;1502;381;55;b;603
BMW;1602;372;63;b;427
BMW;1802;365;66;b;581
BMW;2000;336;74;b;207
BMW;2002;354;74;b;872
BMW;2002 TII;361;96;b;326
BMW;2500;357;110;b;260
BMW;2600;329;81;b;102
BMW;2800 CS;359;125;b;173
BMW;3.0 CS;380;110;b;127
BMW;325I;454;126;b;1387
BMW;325I;481;125;b;165
BMW;501;345;53;b;114
BMW;520;373;85;b;197
BMW;525;375;107;b;106
BMW;600;302;15;b;118
BMW;730I;465;138;b;1664
BMW;730I;524;160;b;583
BMW;740I;525;210;b;397
BMW;750I;466;220;b;631
BMW;Clubman Cooper;CEP;100;b;1980
BMW;Clubman Cooper;CLF;100;b;3058
BMW;Clubman Cooper D;CEV;110;d;1173
BMW;Clubman Cooper D;CLJ;110;d;1048
BMW;Clubman Cooper S;CER;141;b;1386
BMW;Clubman Cooper S;CLG;141;b;2137
BMW;Clubman Cooper S ALL4;CET;141;b;278
BMW;Clubman Cooper S ALL4;CLN;141;b;807
BMW;Clubman Cooper SD;CEX;140;d;696
BMW;Clubman Cooper SD;CLL;140;d;520
BMW;Clubman Cooper SD ALL4;CEZ;140;d;269
BMW;Clubman Cooper SD ALL4;CLQ;140;d;529
BMW;Clubman John Cooper Works;CLP;170;b;960
BMW;Clubman One;CEO;75;b;951
BMW;Clubman One;CLE;75;b;6621
BMW;Clubman One D;CEU;85;d;397
BMW;Clubman One D;CLI;85;d;1271
