hersteller;name;typnr;kw;kraftstoff;anzahl
BMW;7er Reihe;ANP;240;b;284
BMW;7er Reihe;ANQ;300;b;503
BMW;7er Reihe;APL;300;b;461
BMW;7er Reihe;APN;225;d;773
BMW;7er Reihe;ASR;180;d;2885
BMW;7er Reihe;ASS;300;b;320
BMW;7er Reihe;AST;240;b;209
BMW;7er Reihe;AZC;225;d;1082
BMW;725TDS;589;105;d;121
BMW;730d;CEG;195;d;1515
BMW;730d xDrive;BJE;190;d;818
BMW;730d xDrive;CFB;195;d;2283
BMW;730D;635;135;d;181
BMW;730D;677;142;d;390
BMW;730D;746;160;d;1267
BMW;730Ld;CEH;195;d;132
BMW;730Ld xDrive;CFC;195;d;317
BMW;740d;BJF;230;d;254
BMW;740d xDrive;BJG;230;d;715
BMW;740d xDrive;CFU;235;d;2075
BMW;740e iPerformance;CGI;190;h;234
BMW;740i;CEK;240;b;427
BMW;740D;656;180;d;182
BMW;740D;747;190;d;136
BMW;740Ld xDrive;CFV;235;d;403
BMW;740Le xDrive iPerformance;CGK;190;h;200
BMW;750d xDrive;CGN;294;d;734
BMW;750i;CFW;330;b;117
BMW;750i xDrive;CEM;330;b;840
BMW;750Ld xDrive;CGO;294;d;268
BMW;750Li xDrive;CEN;330;b;417
BMW;8ER-REIHE;494;220;b;1870
BMW;840d xDrive;CSY;235;d;150
BMW;840CI;532;210;b;470
BMW;840CI;588;210;b;226
BMW;850CI;553;240;b;233
BMW;850CSI;309;280;b;135
Cami;Grand Vitara;302;94;b;816
Cami;Grand Vitara;303;69;b;344
Cami;Suzuki Vitara;300;59;b;750
Chevrolet;Aveo;ABK;62;b;183
Chevrolet;Aveo;ABL;62;b;7297
Chevrolet;Aveo;ABM;74;b;348
Chevrolet;Aveo;ABN;74;b;3169
Chevrolet;Captiva;AAE;100;b;321
Chevrolet;Captiva;AAK;110;d;1844
Chevrolet;Captiva;AAM;100;b;4798
Chevrolet;Captiva;AAN;100;b;490
Chevrolet;Captiva;AAO;110;d;1993
Chevrolet;Captiva;AAP;169;b;440
Chevrolet;Captiva;ABI;110;d;717
Chevrolet;Captiva;ABJ;110;d;686
Chevrolet;Captiva;ACL;123;b;192
Chevrolet;Captiva;ACV;135;d;188
Chevrolet;Cruze;ABN;91;b;284
Chevrolet;Cruze;ABQ;91;b;1581
Chevrolet;Cruze;ABT;83;b;1148
Chevrolet;Cruze;ABU;104;b;1601
Chevrolet;Cruze;ABV;110;d;516
Chevrolet;Cruze;ABX;91;b;175
Chevrolet;Cruze;ACC;91;b;369
Chevrolet;Cruze;ACJ;120;d;424
Chevrolet;Cruze;ACN;91;b;926
Chevrolet;Epica;AAH;105;b;688
Chevrolet;Epica;AAI;115;b;818
Chevrolet;Epica;ABA;110;d;460
Chevrolet;Lacetti;AAS;80;b;863
Chevrolet;Lacetti;AAT;70;b;452
Chevrolet;Lacetti;AAW;89;b;375
Chevrolet;Lacetti;ABC;89;d;341
Chevrolet;Matiz;AAF;38;b;19413
Chevrolet;Matiz;AAG;49;b;12712
Chevrolet;Nubira;AAU;80;b;2875
Chevrolet;Nubira;AAX;89;b;1512
Chevrolet;Nubira;ABD;89;d;1013
Chevrolet;Orlando;ACD;104;b;1296
Chevrolet;Orlando;ACF;120;d;565
Chevrolet;Rezzo;AAY;90;b;303
Chevrolet;Rezzo;AAZ;79;b;662
Chevrolet;Spark;AAS;50;b;8458
Chevrolet;Spark;AAT;60;b;5321
Chevrolet;Spark;ABY;50;b;7575
Chevrolet;Spark;ABZ;60;b;7185
Chevrolet;Spark;ACW;50;b;3012
Chevrolet;Spark;ACY;60;b;1297
Chevrolet;Cruze;AEI;86;b;113
Chevrolet;Spark;ADY;50;b;307
Chevrolet;Spark;ADZ;60;b;175
Chevrolet;Trax;AEL;103;b;1038
Citroen;Ax;483;44;b;495
Citroen;Berlingo;ABB;80;b;3904
Citroen;Berlingo;ABY;55;b;5862
Citroen;Berlingo;AFH;55;d;2136
Citroen;Berlingo;AFI;66;d;1692
Citroen;Berlingo;AGW;66;b;3639
Citroen;Berlingo;AGX;80;b;4805
Citroen;Berlingo;AGZ;55;d;870
Citroen;Berlingo;AHA;66;d;2075
Citroen;Berlingo;AHB;80;d;6042
Citroen;Berlingo;AIA;80;d;178
Citroen;Berlingo;AJE;88;b;1845
Citroen;Berlingo;AJX;72;b;2938
Citroen;Berlingo;AJY;88;b;4708
Citroen;Berlingo;AJZ;88;b;4694
Citroen;Berlingo;AKA;55;d;1307
Citroen;Berlingo;AKB;66;d;212
Citroen;Berlingo;AKF;82;d;5179
Citroen;Berlingo;AKG;82;d;102
Citroen;Berlingo;ANB;68;d;12757
Citroen;Berlingo;ARD;84;d;8030
Citroen;Berlingo;ARE;84;d;108
Citroen;Berlingo;ARQ;72;b;5771
Citroen;Berlingo;AVF;73;d;10603
Citroen;Berlingo;AVH;88;d;9954
Citroen;Berlingo;AVI;88;d;190
Citroen;Berlingo;AWD;81;b;5722
Citroen;Berlingo;600;55;b;2421
Citroen;Berlingo;651;66;b;2880
Citroen;Berlingo;711;51;d;197
Citroen;Berlingo;728;66;d;1952
Citroen;Berlingo;750;55;b;2550
Citroen;Berlingo;755;80;b;3919
Citroen;Berlingo;799;55;g/b;4850
Citroen;Berlingo;800;80;b;7053
Citroen;Berlingo;801;51;d;297
Citroen;Berlingo;802;66;d;3181
Citroen;Berlingo;873;66;d;3930
Citroen;Berlingo;883;55;d;739
Citroen;Bt7005;AYF;120;d;498
Citroen;Bx;479;55;b;175
Citroen;Bx;487;65;b;134
Citroen;C 5;734;152;b;787
Citroen;C 5;753;85;b;1144
Citroen;C 5;756;100;b;1621
Citroen;C 5;757;103;b;120
Citroen;C 5;765;100;b;1332
Citroen;C 5;766;85;b;569
Citroen;C 5;769;152;b;355
Citroen;C-Crosser;AFK;115;d;186
Citroen;C-Crosser;AFL;115;d;3139
Citroen;C-Crosser;AGB;125;b;107
Citroen;C-Crosser;AMV;115;d;107
Citroen;C-Crosser;AMW;115;d;659
Citroen;C-Elysee;ARP;85;b;418
Citroen;C-Elysee;AVE;60;b;592
Citroen;C-Elysee;AVX;73;d;147
Citroen;Campster 001;AYM;110;d;340
Citroen;Campster 001;AYN;130;d;152
Citroen;Ax;473;33;b;1204
Citroen;Jumper;AEE;74;d;267
Citroen;Jumper;AEG;116;d;202
Citroen;Jumper;781;62;d;164
Citroen;Jumper;782;74;d;228
Citroen;Jumper;785;94;d;218
Citroen;Zx;208;55;b;1133
Citroen;Zx;209;65;b;156
Citroen;Cx;414;100;b;121
Citroen;C1;ACO;50;b;71902
Citroen;C1;ACP;40;d;1164
Citroen;C1;AUC;51;b;17555
Citroen;C1;AUD;60;b;8186
Citroen;C1;AZH;53;b;2489
Citroen;C1;872;50;b;2551
Citroen;C1;878;40;d;111
Citroen;C2;AAH;65;b;129
Citroen;C2;ABC;50;d;1834
Citroen;C2;ABS;44;b;10818
Citroen;C2;ABV;54;b;6517
Citroen;C2;ACI;90;b;766
Citroen;C2;AFF;80;d;200
Citroen;C2;818;54;b;5338
Citroen;C2;819;80;b;419
Citroen;C2;820;50;d;957
Citroen;C2;821;44;b;7904
Citroen;C2;829;90;b;460
Citroen;C2;868;50;d;820
Citroen;C3;AAQ;80;b;1502
Citroen;C3;ABT;54;b;8734
Citroen;C3;ABU;54;g;247
Citroen;C3;ABW;44;b;8328
Citroen;C3;ABX;50;d;2153
Citroen;C3;ADB;65;b;2285
Citroen;C3;ADE;80;d;670
Citroen;C3;AIQ;44;b;167
Citroen;C3;AIR;54;b;1662
Citroen;C3;AKY;44;b;1093
Citroen;C3;AKZ;54;b;4551
Citroen;C3;ALA;70;b;5500
Citroen;C3;ALC;88;b;1789
Citroen;C3;ALD;50;d;1792
Citroen;C3;ALF;68;d;2522
Citroen;C3;ALG;82;d;346
Citroen;C3;ART;60;b;23435
Citroen;C3;ARZ;84;d;109
Citroen;C3;ASD;55;d;290
Citroen;C3;ASM;50;b;4908
Citroen;C3;ASW;81;b;7298
Citroen;C3;ATV;73;d;2079
Citroen;C3;AXU;50;b;2339
Citroen;C3;AZA;61;b;3084
Citroen;C3;AZB;75;d;154
Citroen;C3;787;54;b;9344
Citroen;C3;788;44;b;6197
Citroen;C3;789;80;b;1123
Citroen;C3;790;50;d;1199
Citroen;C3;791;66;d;453
Citroen;C3;822;65;b;990
Citroen;C3;869;50;d;687
Citroen;C3;879;80;d;301
Citroen;C3 Aircross;AYS;60;b;1363
Citroen;C3 Aircross;AYT;81;b;5736
Citroen;C3 Aircross;AYU;73;d;108
Citroen;C3 Aircross;AYW;88;d;894
Citroen;C3 Aircross;AYX;96;b;1377
Citroen;C3 Aircross;AZM;75;d;106
Citroen;C3 Aircross;AZN;61;b;390
Citroen;C3 Picasso;AHR;70;b;5527
Citroen;C3 Picasso;AHT;80;d;2063
Citroen;C3 Picasso;AHW;88;b;3231
Citroen;C3 Picasso;AJR;68;d;142
Citroen;C3 Picasso;AND;70;b;4208
Citroen;C3 Picasso;ANE;88;b;3128
Citroen;C3 Picasso;ANH;68;d;2930
Citroen;C3 Picasso;ANJ;82;d;1085
Citroen;C3 Picasso;ARW;84;d;693
Citroen;C3 Picasso;AVN;81;b;1384
Citroen;C3 Picasso;AVO;73;d;878
Citroen;C3 Pluriel;ACA;54;b;1426
Citroen;C3 Pluriel;ACB;80;b;568
Citroen;C3 Pluriel;ACC;50;d;421
Citroen;C3 Pluriel;797;54;b;2625
Citroen;C3 Pluriel;798;80;b;1802
Citroen;C3 Pluriel;823;50;d;381
Citroen;C4;AAJ;103;b;540
Citroen;C4;AAK;65;b;6195
Citroen;C4;AAL;80;b;5219
Citroen;C4;AAN;80;d;4125
Citroen;C4;AAO;66;d;361
Citroen;C4;AAP;100;d;741
Citroen;C4;AFQ;80;b;105
Citroen;C4;AHN;88;b;3468
Citroen;C4;AHO;110;b;206
Citroen;C4;AHQ;103;d;164
Citroen;C4;AKT;88;b;4782
Citroen;C4;AKU;115;b;522
Citroen;C4;AKV;68;d;298
Citroen;C4;AKW;110;d;586
Citroen;C4;AKX;82;d;2408
Citroen;C4;ALW;88;b;2264
Citroen;C4;ALX;115;b;131
Citroen;C4;ALZ;68;d;355
Citroen;C4;AMA;82;d;1032
Citroen;C4;AMC;110;d;350
Citroen;C4;AOB;70;b;2698
Citroen;C4;ARX;84;d;2232
Citroen;C4;ATR;96;b;2798
Citroen;C4;AUN;73;d;381
Citroen;C4;AUP;81;b;871
Citroen;C4;AUR;88;d;1638
Citroen;C4;848;65;b;445
Citroen;C4;849;80;b;1060
Citroen;C4;850;100;b;139
Citroen;C4;852;80;d;264
Citroen;C4;854;100;d;109
Citroen;C4;855;65;b;612
Citroen;C4;856;80;b;1834
Citroen;C4;857;100;b;176
Citroen;C4;858;80;d;571
Citroen;C4;860;100;d;111
Citroen;C4;867;103;b;145
Citroen;C4 Aircross;AQF;110;d;272
Citroen;C4 Aircross;AQG;110;d;748
Citroen;C4 Aircross;AQH;86;b;370
Citroen;C4 Aircross;ARG;84;d;802
Citroen;C4 Aircross;ARH;84;d;1070
Citroen;C4 Cactus;ATY;60;b;6340
Citroen;C4 Cactus;ATZ;68;d;823
Citroen;C4 Cactus;AUE;73;d;4853
Citroen;C4 Cactus;AUI;81;b;4743
Citroen;C4 Cactus;AYY;96;b;537
Citroen;C4 Picasso;ADO;92;b;2590
Citroen;C4 Picasso;ADP;103;b;1743
Citroen;C4 Picasso;ADQ;80;d;6693
Citroen;C4 Picasso;ADR;100;d;4423
Citroen;C4 Picasso;AHJ;88;b;4545
Citroen;C4 Picasso;AHL;110;b;987
Citroen;C4 Picasso;AHM;103;b;101
Citroen;C4 Picasso;AHX;110;d;1858
Citroen;C4 Picasso;AHY;110;d;151
Citroen;C4 Picasso;AIJ;120;d;454
Citroen;C4 Picasso;AJP;115;b;812
Citroen;C4 Picasso;AJQ;82;d;1803
Citroen;C4 Picasso;ANK;82;d;1621
Citroen;C4 Picasso;AQT;88;b;424
Citroen;C4 Picasso;AQV;115;b;192
Citroen;C4 Picasso;AQX;82;d;994
Citroen;C4 Picasso;AQY;82;d;755
Citroen;C4 Picasso;AQZ;110;d;637
Citroen;C4 Picasso;ARA;110;d;111
Citroen;C4 Picasso;ARB;120;d;203
Citroen;C4 Picasso;ASR;115;b;575
Citroen;C4 Picasso;ASS;88;b;724
Citroen;C4 Picasso;ASU;68;d;186
Citroen;C4 Picasso;ATL;115;b;286
Citroen;C4 Picasso;ATM;88;b;340
Citroen;C4 Spacetourer;AZC;120;d;230
Citroen;C4 Spacetourer;AZD;120;d;173
Citroen;C4 Spacetourer;AZI;96;d;159
Citroen;C4 Spacetourer;AZJ;96;d;127
Citroen;C5;AAR;100;d;737
Citroen;C5;AAS;100;d;1626
Citroen;C5;ABJ;103;b;573
Citroen;C5;ABK;103;b;291
Citroen;C5;ACT;125;d;108
Citroen;C5;ACU;125;d;529
Citroen;C5;ACV;92;b;302
Citroen;C5;ADC;80;d;179
Citroen;C5;ADD;80;d;378
Citroen;C5;ADV;125;d;198
Citroen;C5;AFT;92;b;313
Citroen;C5;AFU;103;b;852
Citroen;C5;AFW;80;d;136
Citroen;C5;AFX;100;d;755
Citroen;C5;AFY;125;d;129
Citroen;C5;AGA;150;d;154
Citroen;C5;AGF;92;b;328
Citroen;C5;AGG;103;b;846
Citroen;C5;AGI;80;d;247
Citroen;C5;AGJ;100;d;1617
Citroen;C5;AGK;125;d;822
Citroen;C5;AGM;150;d;403
Citroen;C5;AHU;103;d;588
Citroen;C5;AHV;103;d;2749
Citroen;C5;AIH;177;d;201
Citroen;C5;AII;177;d;1158
Citroen;C5;AIO;120;d;539
Citroen;C5;AIP;120;d;2895
Citroen;C5;AIZ;115;b;508
Citroen;C5;AJA;115;b;614
Citroen;C5;AJL;82;d;228
Citroen;C5;ALU;150;d;621
Citroen;C5;ANW;103;d;108
Citroen;C5;ANY;115;b;263
Citroen;C5;ANZ;120;d;2725
Citroen;C5;AOA;177;d;241
Citroen;C5;AOG;115;b;157
Citroen;C5;AOI;103;d;1403
Citroen;C5;AOL;110;d;581
Citroen;C5;AOM;120;d;363
Citroen;C5;AON;150;d;117
Citroen;C5;AOO;150;d;1183
Citroen;C5;ARN;84;d;235
Citroen;C5;AVS;110;h;329
Citroen;C5;AVU;133;d;1188
Citroen;C5;736;98;d;759
Citroen;C5;762;98;d;1592
Citroen;C5;767;79;d;299
Citroen;C5;768;79;d;609
Citroen;C5;833;100;d;386
Citroen;C5;834;100;d;978
Citroen;C5;835;103;b;776
Citroen;C5;836;103;b;523
Citroen;C5;837;85;b;235
Citroen;C5;839;98;d;180
Citroen;C5;840;98;d;349
Citroen;C5;841;80;d;192
Citroen;C5;842;80;d;309
Citroen;C5;845;152;b;251
Citroen;C5;846;152;b;163
Citroen;C6;AAZ;155;b;120
Citroen;C6;ABA;150;d;1172
Citroen;C6;ADK;125;d;288
Citroen;C6;AIG;177;d;164
Citroen;C6;ANR;177;d;276
Citroen;C8;ABM;103;b;1422
Citroen;C8;ABQ;79;d;105
Citroen;C8;ABR;94;d;301
Citroen;C8;ADJ;100;d;2135
Citroen;C8;AFP;125;d;669
Citroen;C8;AJN;120;d;365
Citroen;C8;APA;100;d;320
Citroen;C8;APB;120;d;670
Citroen;C8;771;100;b;890
Citroen;C8;772;116;b;500
Citroen;C8;774;79;d;463
Citroen;C8;775;94;d;1628
Citroen;C8;792;150;b;153
Citroen;C8;880;103;b;133
Citroen;Ds 21;344;76;b;358
Citroen;Ds 21;349;88;b;126
Citroen;Ds 23;361;93;b;167
Citroen;Ds 23;363;81;b;176
Citroen;Ds 3;AWF;96;b;682
Citroen;Ds 3;AWP;153;b;236
Citroen;Ds 3 Cabrio;AWE;96;b;124
Citroen;Ds3;AJB;115;b;424
Citroen;Evasion;264;89;b;127
Citroen;Evasion;653;89;b;167
Citroen;Evasion;710;97;b;138
Citroen;Evasion;722;80;d;294
Citroen;Evasion;730;100;b;270
Citroen;Gsa;393;48;b;107
Citroen;Jumper;AVZ;81;d;134
Citroen;Jumper;AWA;96;d;571
Citroen;Jumper;AWB;120;d;251
Citroen;Jumpy;ADW;66;d;104
Citroen;Jumpy;ADX;66;d;146
Citroen;Jumpy;ADY;88;d;323
Citroen;Jumpy;ADZ;88;d;505
Citroen;Jumpy;AEX;100;d;156
Citroen;Jumpy;AEY;100;d;1075
Citroen;Jumpy;AFD;103;b;120
Citroen;Jumpy;AKN;88;d;380
Citroen;Jumpy;AKQ;120;d;2660
Citroen;Jumpy;AOQ;72;d;123
Citroen;Jumpy;AOR;94;d;1877
Citroen;Jumpy;724;80;d;425
Citroen;Jumpy;729;100;b;128
Citroen;Nemo;AGO;54;b;1692
Citroen;Nemo;AGP;50;d;579
Citroen;Nemo;AMZ;55;d;633
Citroen;Saxo;281;37;b;110
Citroen;Saxo;282;33;b;564
Citroen;Saxo;283;44;b;2270
Citroen;Saxo;284;40;b;1698
Citroen;Saxo;285;55;b;1060
Citroen;Saxo;286;65;b;129
Citroen;Saxo;731;44;b;7656
Citroen;Saxo;732;55;b;738
Citroen;Sm;358;118;b;100
Citroen;Xantia;233;74;b;277
Citroen;Xantia;234;89;b;150
Citroen;Xantia;236;65;b;272
Citroen;Xantia;272;81;b;332
Citroen;Xantia;276;74;b;165
Citroen;Xantia;687;66;b;167
Citroen;Xantia;689;81;b;1013
Citroen;Xantia;690;81;b;421
Citroen;Xantia;693;97;b;222
Citroen;Xantia;694;97;b;140
Citroen;Xantia;716;80;d;131
Citroen;Xantia;717;80;d;221
Citroen;Xm;250;123;b;177
Citroen;Xm;484;89;b;120
Citroen;Xm;485;123;b;116
Citroen;Xm;649;140;b;329
Citroen;Xsara;641;55;b;1054
Citroen;Xsara;642;65;b;177
Citroen;Xsara;643;66;b;2269
Citroen;Xsara;644;74;b;259
Citroen;Xsara;645;81;b;311
Citroen;Xsara;679;55;b;154
Citroen;Xsara;681;66;b;569
Citroen;Xsara;683;81;b;106
Citroen;Xsara;740;55;b;1339
Citroen;Xsara;742;80;b;2990
Citroen;Xsara;743;80;b;1344
Citroen;Xsara;744;100;b;121
Citroen;Xsara;745;100;b;107
Citroen;Xsara;747;66;d;151
Citroen;Xsara;748;66;d;276
Citroen;Xsara;764;80;d;128
Citroen;Xsara Picasso;AAT;80;b;6661
Citroen;Xsara Picasso;AAU;100;b;501
Citroen;Xsara Picasso;AAV;66;d;481
Citroen;Xsara Picasso;AAW;80;d;3440
Citroen;Xsara Picasso;726;85;b;9706
Citroen;Xsara Picasso;727;66;d;1053
Citroen;Xsara Picasso;733;70;b;1969
Citroen;Xsara Picasso;809;100;b;1341
Citroen;Xsara Picasso;824;80;d;1468
Citroen;Xsara Picasso;881;80;b;182
Citroen;Zx;240;55;b;126
Citroen;Zx;618;55;b;128
Citroen;2 Cv;303;21;b;2860
Citroen;2 Cv;325;12;b;103
Citroen;2 Cv;430;20;b;9802
Citroen;2 Cv 4;351;17;b;237
Citroen;2 Cv-6;370;18;b;150
Dacia;Duster;ABD;81;d;13100
Dacia;Duster;ABF;77;b;11615
Dacia;Duster;ACL;66;d;309
Dacia;Duster;ACS;77;g;5230
Dacia;Duster;ADJ;80;d;11099
Dacia;Duster;ADK;92;b;19115
Dacia;Duster;ADO;92;b;3887
Dacia;Duster;ADP;84;b;12841
Dacia;Duster;ADQ;84;b;2091
Dacia;Duster;ADV;84;g;1283
Dacia;Logan;AAA;55;b;5136
Dacia;Logan;AAB;64;b;1580
Dacia;Logan;AAC;50;d;659
Dacia;Logan;AAD;77;b;453
Dacia;Logan;AAF;50;d;2656
Dacia;Logan;AAG;64;b;14734
Dacia;Logan;AAH;55;b;16026
Dacia;Logan;AAO;64;g;1026
Dacia;Logan;ABM;65;d;2735
Dacia;Logan;ACG;62;b;6590
Dacia;Logan;ACO;62;g;1745
Dacia;Logan;ADD;66;b;21164
Dacia;Logan;ADE;55;b;4610
Dacia;Logan;ADF;55;g;1435
Dacia;Logan;ADU;54;b;4131
Dacia;Logan;ADZ;66;g;2003
Dacia;Logan;AEJ;54;b;2971
Dacia;Logan;001;55;b;519
Dacia;Logan;002;64;b;267
Dacia;Sandero;AAK;55;b;33134
Dacia;Sandero;AAL;64;b;12041
Dacia;Sandero;AAM;50;d;1219
Dacia;Sandero;AAN;63;d;620
Dacia;Sandero;AAP;55;g;509
Dacia;Sandero;ABK;65;d;2010
Dacia;Sandero;ACC;77;s;806
Dacia;Sandero;ACE;62;b;10280
Dacia;Sandero;ACN;62;g;1092
Dacia;Sandero;ACQ;55;g;2763
Dacia;Sandero;ADT;54;b;6860
Dacia;Sandero;ADY;66;g;1871
Dacia;Sandero;AEI;54;b;12758
Daihatsu;Applause;339;77;b;167
Daihatsu;Applause;362;73;b;233
Daihatsu;Charade;345;62;b;236
Daihatsu;Copen;AAB;64;b;1602
Daihatsu;Copen;380;50;b;404
Daihatsu;Cuore;341;30;b;185
Daihatsu;Cuore;348;32;b;407
Daihatsu;Cuore;350;31;b;316
Daihatsu;Feroza;336;70;b;1164
Daihatsu;Materia;AAJ;67;b;853
Daihatsu;Materia;AAK;76;b;3307
Daihatsu;Materia;AAL;76;b;111
Daihatsu;Sirion;AAG;64;b;569
Daihatsu;Sirion;AAH;64;b;481
Daihatsu;Sirion;AAN;67;b;7670
Daihatsu;Sirion;AAO;67;b;729
Daihatsu;Sirion;AAP;76;b;717
Daihatsu;Sirion;381;51;b;1920
Daihatsu;Sirion;382;64;b;5961
Daihatsu;Terios;AAC;77;b;5646
Daihatsu;Terios;AAD;77;b;1086
Daihatsu;Terios;AAQ;75;b;618
Daihatsu;Terios;AAR;75;b;201
Daihatsu;Trevis;AAI;43;b;3287
Daihatsu;Yrv;374;43;b;112
Daihatsu;Yrv;375;64;b;1416
Smart;-;AAF;80;d;495
Smart;-;AAH;110;d;316
Smart;-;AAJ;80;d;789
Smart;-;AAL;110;d;943
Smart;Electric Drive;CIB;35;e;3285
Smart;Electric Drive;CIC;35;e;729
Smart;Electric Drive;EJK;65;e;245
Smart;Forfour;EJH;45;b;328
Smart;Forfour;EJI;52;b;26928
Smart;Forfour;EJJ;66;b;16012
Smart;Forfour Ed;GON;41;e;1787
Smart;Forfour Brabus;FHJ;80;b;743
Smart;Fortwo Cabrio;AHS;62;b;6229
Smart;Fortwo Cabrio;BAJ;62;b;103
Smart;Fortwo Cabrio;BAK;52;b;781
Smart;Fortwo Cabrio;BGN;62;b;1149
Smart;Fortwo Cabrio;EXJ;52;b;6568
Smart;Fortwo Cabrio;EXZ;66;b;9858
Smart;Fortwo Cabrio Cdi;AHQ;33;d;1284
Smart;Fortwo Cabrio Cdi;BEQ;33;d;776
Smart;Fortwo Cabrio Cdi;BKZ;40;d;1948
Smart;Fortwo Cabrio Ed;GOP;41;e;1357
Smart;Fortwo Cabrio Brabus;AHT;72;b;910
Smart;Fortwo Cabrio Brabus;BQR;75;b;1838
Smart;Fortwo Cabrio Brabus;FHL;80;b;2242
Smart;Fortwo Coupe;AHO;62;b;10454
Smart;Fortwo Coupe;BAL;52;b;2212
Smart;Fortwo Coupe;BAM;62;b;344
Smart;Fortwo Coupe;BGJ;45;b;2082
Smart;Fortwo Coupe;BGL;62;b;2081
Smart;Fortwo Coupe;EGD;45;b;1621
Smart;Fortwo Coupe;EGE;52;b;42770
Smart;Fortwo Coupe;EGF;66;b;18145
Smart;Fortwo Coupe Cdi;AHL;33;d;3581
Smart;Fortwo Coupe Cdi;BEP;33;d;2126
Smart;Fortwo Coupe Cdi;BKY;40;d;6177
Smart;Fortwo Coupe Ed;HHE;41;e;3424
Smart;Fortwo Coupe Brabus;AHP;72;b;564
Smart;Fortwo Coupe Brabus;BQQ;75;b;1402
Smart;Fortwo Coupe Brabus;FHK;80;b;1619
Mercedes-Benz;A 140;362;60;b;70147
Mercedes-Benz;A 140;455;60;b;10529
Mercedes-Benz;A 150;ALT;70;b;30372
Mercedes-Benz;A 150;301;70;b;29817
Mercedes-Benz;A 160;ESA;75;b;4055
Mercedes-Benz;A 160;HVU;80;b;142
Mercedes-Benz;A 160;364;75;b;62451
Mercedes-Benz;A 160 D;EXY;66;d;243
Mercedes-Benz;A 160 Cdi;AFX;60;d;7873
Mercedes-Benz;A 160 Cdi;ALP;60;d;4515
Mercedes-Benz;A 160 Cdi;DVC;66;d;319
Mercedes-Benz;A 160 Cdi;304;60;d;3827
Mercedes-Benz;A 160 Cdi;360;44;d;1214
Mercedes-Benz;A 160 Cdi;515;55;d;1376
Mercedes-Benz;A 170;ALU;85;b;20322
Mercedes-Benz;A 170;302;85;b;26647
Mercedes-Benz;A 170 Cdi;361;66;d;8597
Mercedes-Benz;A 170 Cdi;516;70;d;24275
Mercedes-Benz;A 180;CNL;90;b;15416
Mercedes-Benz;A 180;DVE;90;b;65586
Mercedes-Benz;A 180;HVT;100;b;1648
Mercedes-Benz;A 180 D;ESB;80;d;6647
Mercedes-Benz;A 180 D;HPS;85;d;4405
Mercedes-Benz;A 180 Cdi;AFY;80;d;25418
Mercedes-Benz;A 180 Cdi;ALQ;80;d;12119
Mercedes-Benz;A 180 Cdi;CNM;80;d;2742
Mercedes-Benz;A 180 Cdi;CNN;80;d;1559
Mercedes-Benz;A 180 Cdi;DVA;80;d;625
Mercedes-Benz;A 180 Cdi;DVD;80;d;6254
Mercedes-Benz;A 180 Cdi;305;80;d;13186
Mercedes-Benz;A 190;363;92;b;13002
Mercedes-Benz;A 200;AGD;100;b;5314
Mercedes-Benz;A 200;ALV;100;b;4173
Mercedes-Benz;A 200;CNO;115;b;3750
Mercedes-Benz;A 200;DVF;115;b;14353
Mercedes-Benz;A 200;HPT;120;b;12366
Mercedes-Benz;A 200;303;100;b;8750
Mercedes-Benz;A 200 D;EVH;100;d;5890
Mercedes-Benz;A 200 D 4Matic;EVG;100;d;483
Mercedes-Benz;A 200 Cdi;AFZ;103;d;2252
Mercedes-Benz;A 200 Cdi;ALR;103;d;1733
Mercedes-Benz;A 200 Cdi;CNP;100;d;2401
Mercedes-Benz;A 200 Cdi;DVB;100;d;1664
Mercedes-Benz;A 200 Cdi;DXI;100;d;2886
Mercedes-Benz;A 200 Cdi;306;103;d;3651
Mercedes-Benz;A 200 Cdi 4Matic;DXJ;100;d;208
Mercedes-Benz;A 200 Turbo;AGE;142;b;453
Mercedes-Benz;A 200 Turbo;ALW;142;b;511
Mercedes-Benz;A 200 Turbo;438;142;b;479
Mercedes-Benz;A 210 Evolution;533;103;b;2092
Mercedes-Benz;A 220;HVQ;140;b;1366
Mercedes-Benz;A 220 D;ESC;130;d;1432
Mercedes-Benz;A 220 D 4Matic;ESK;130;d;514
Mercedes-Benz;A 220 Cdi;CRF;125;d;554
Mercedes-Benz;A 220 Cdi;DVH;125;d;1086
Mercedes-Benz;A 220 Cdi 4Matic;DXK;125;d;167
Mercedes-Benz;A 220 4Matic;EHE;135;b;1147
Mercedes-Benz;A 220 4Matic;HVP;140;b;204
Mercedes-Benz;A 250;CNQ;155;b;1317
Mercedes-Benz;A 250;DVG;155;b;2224
Mercedes-Benz;A 250;ESD;160;b;1161
Mercedes-Benz;A 250;HRH;165;b;3628
Mercedes-Benz;A 250 4Matic;DPM;155;b;696
Mercedes-Benz;A 250 4Matic;ESL;160;b;607
Mercedes-Benz;A 250 4Matic;HVO;165;b;328
Mercedes-Benz;A 45 Amg 4Matic;DPO;265;b;728
Mercedes-Benz;A 45 Amg 4Matic;DUX;265;b;338
Mercedes-Benz;Amg  Glc 43;FHI;270;b;3966
Mercedes-Benz;Amg  Glc 43;GGX;270;b;1421
Mercedes-Benz;Amg A 45;ESM;280;b;1943
Mercedes-Benz;Amg A 45;EXM;280;b;835
Mercedes-Benz;Amg C 43;GGE;270;b;4410
Mercedes-Benz;Amg C 43;GGG;270;b;1829
